Jugador;Equipo;Posición principal;Posiciones;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases recibidos /90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Goles recibidos;Goles recibidos/90;Remates en contra;Remates en contra/90;Porterías imbatidas en los 90;Paradas, %;xG en contra;xG en contra/90;Goles evitados;Goles evitados/90;Pases hacía atrás recibidos del arquero/90;Salidas/90;Duelos aéreos en los 90;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %;
R. Díaz;Everton;CF;CF;22;50000;;1;98;1;0,3;1;0,27;;;Chile;Chile;derecho;170;67;no;;;;;;;0;;;1,67;;0;;0;;;;1;;;0;;1;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,76;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
L. Requena;Cobresal;GK;GK;37;50000;2024-12-31;28;2886;0;0;0;0;0,44;100;Argentina;Argentina;derecho;186;80;no;1,43;0,06;100;0,25;100;0;0;0;1,37;1,78;0;2;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;100;0;0;0;7,7;0,34;0,12;15,34;84,96;9,32;76,59;0,03;100;5,86;98,4;10,73;97,67;4,58;55,1;34,45;56,24;0;0;0;0;0;0;0;2,12;51,47;0,16;20;0,06;0;0,03;0;3,77;70,25;48;1,5;159;4,96;3;69,81;47,82;1,49;-0,18;-0,006;0;1,15;0,25;;;;0;0;0;
D. Carreño;O'Higgins;GK;GK;22;50000;;12;1146;0;0;0;0;0,79;50;Chile;Chile;derecho;189;80;no;1,49;0,16;0;0,31;75;0;0;0;1,49;2,11;0,08;2;0,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;50;0;0;0;8,4;0,24;0,24;14,53;84,86;8,87;77,88;0;0;5,03;96,88;7,77;95,96;6,75;72,09;35,61;51,49;0;0;0;0;0;0;0;2,2;53,57;0,24;0;0,16;0;0;0;5,34;82,35;20;1,57;43;3,38;1;53,49;14,95;1,17;-5,05;-0,397;0;1,57;0,31;;;;0;0;0;
S. Sáez;Huachipato;CF;CF;39;50000;2024-12-31;23;1128;3;4,35;2;1,22;17,55;33,64;Argentina;Argentina;derecho;176;80;no;3,75;2,95;51,35;7,1;37,08;0,24;0,33;0;1,99;2,73;1,2;0;0;0;0;1,76;0,24;2;0,16;0,35;0;0;31;2,47;48,39;9,677;0,16;0,24;66,67;0,08;100;0,16;50;0;0,32;100;3,75;12,77;4,07;0,56;0;15,56;3,11;0,32;22,26;70,25;6,06;51,32;4,47;83,93;6,7;76,19;20,11;70,24;1,99;72;15,79;20,57;0,1;0,88;0;0;0,16;50;0,24;3,27;60,98;1,2;60;0,48;50;1,04;0,08;3,43;65,12;0;;0;;0;0;0;0;;;0;;;0;0;0;0,08;1;100;
J. Luna;Copiapó;AMF;AMF, CF, DMF;37;50000;2024-12-31;30;2674;2;3,01;10;8,2;11,01;44,04;Argentina;Argentina;derecho;168;71;no;2,15;2,66;51,9;0,54;50;0,24;0,33;0;0,54;0,75;0,3;3;0,1;0;0;2,93;0,07;2;0,07;0,1;0;0;76;2,56;22,37;2,632;0,34;2,29;27,94;1,04;35,48;1,18;20;0,37;2,73;56,79;6,73;43;0,67;1,11;0,37;24,84;2,22;0,67;33,66;74,3;10,87;59,44;5,49;96,93;13,29;78,23;22,69;83,98;8,82;61,07;24,28;39,53;0,28;2,02;0,07;0,07;0,54;31,25;0,77;8,52;65,22;5,28;49,04;2,96;42,05;1,62;0,81;7,47;84,68;0;;0;;0;0;0;0;;;0,07;;;1,95;0,1;0;3,84;1;0;
R. Leyton;Copiapó;GK;GK;37;50000;2024-12-31;14;1437;0;0;0;0;0,44;100;Chile;Chile;derecho;187;85;no;1,82;0;0;0,19;100;0;0;0;1,82;2,35;0;4;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;100;0;0;0;7,52;0,19;0,25;15,03;79,58;11,21;74,3;0;0;3,51;96,43;6,51;99,04;8,46;65,19;40,66;53,02;0;0;0;0;0;0;0;3,19;62,75;0,13;0;0,13;50;0,06;0;5,89;79,79;22;1,38;84;5,26;3;73,81;23,74;1,49;1,74;0,109;0;1,13;0,19;;;;0;0;0;
J. Peña;Unión La Calera;GK;GK;24;50000;2024-12-31;9;910;0;0;0;0;1,68;82,35;Chile;Chile;derecho;184;82;si;2,47;0,3;33,33;1,09;90,91;0,2;0,24;0;2,18;2,62;0,1;2;0,2;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;100;0,2;100;0;0;0,1;14,74;0;0,1;24,13;82,38;11,47;69,83;0;0;11,87;96,67;15,13;98,04;8,9;56,67;34,01;48,2;0;0;0;0;0;0;0;2,08;42,86;0,2;50;0;0;0;0;6,03;63,93;10;0,99;44;4,35;2;77,27;12,57;1,24;2,57;0,254;0;1,98;1,09;;;;0;0;0;
D. González;Unión Española;DMF;DMF, LDMF, RDMF;36;50000;2024-12-31;26;2489;7;4,78;1;0,79;16,56;46,72;Argentina;Argentina;derecho;180;73;no;9,37;6,18;63,16;3,65;37,62;0,51;0,79;0,54;4,95;7,68;0,58;7;0,25;2;0,07;1,12;0,25;7;0,25;0,17;2;0,07;30;1,08;46,67;23,333;0,04;0,36;50;0,07;0;0,29;62,5;0;0,65;50;3,91;37,96;1,23;1,23;0,07;34,06;0,72;0,98;49,14;85,65;16,81;75,05;6,87;94,21;18,44;92,55;44,08;88,76;4,7;59,23;18,52;34,04;0,03;0,43;0,11;0;0,36;30;0,07;8,43;73,39;1,37;44,74;0,83;26,09;0,51;0,18;8,1;78,13;0;;0;;0;0;0;0;;;0,94;;;0,04;0;0;0;0;0;
C. Villanueva;Audax Italiano;RW;RW, LCMF, RCMF;38;25000;2024-12-31;16;471;0;0,99;1;1,65;15,86;40,96;Chile;Chile;izquierdo;174;71;no;8,22;5,54;44,83;2,1;36,36;1,91;3,41;0;3,82;6,82;1,15;2;0,38;0;0;2,29;0;0;0;0,19;0;0;8;1,53;37,5;0;0,19;1,91;30;0,19;100;1,72;22,22;0,76;0,96;20;5,16;29,63;2,29;0,38;0,19;31,91;0;1,15;43,95;83,91;11,08;75,86;4,97;92,31;22,36;88,03;36,11;87,3;6,11;81,25;18,36;33,31;0,32;2,87;0;0;1,34;71,43;0,76;5,35;85,71;4,97;61,54;1,53;62,5;2,87;0,76;9,36;79,59;0;;0;;0;0;0;0;;;0;;;1,91;0;0;3,06;0;0;
D. Contreras;Palestino;GK;GK;22;25000;2025-12-31;1;103;0;0;0;0;;;Chile;Chile;;187;82;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,73;38,44;;;;;;;;;;;;;;;;;;2;;3;;0;33,33;1,08;;-0,92;;;;;;;;;0;0;
M. Pinto;Coquimbo Unido;GK;GK;41;25000;;3;308;0;0;0;0;;;Chile;Chile, Mexico;derecho;180;79;no;;;;;;;0;;;1,14;;1;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,59;52,22;;;;;;;;;;;;;;;;;;5;;13;;1;61,54;4,08;;-0,92;;;;;;;;;0;0;
L. Pavez;Coquimbo Unido;RCMF;RCMF, RCB;36;25000;;4;87;0;0;0;0;;;Chile;Chile;derecho;175;70;no;;;;;;;0;;;6,82;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,72;4,13;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Puch;Deportes Iquique;LWF;LWF, LW, LAMF;38;25000;2024-12-31;21;1944;8;5,98;2;2,95;17,92;44,19;Chile;Chile;derecho;169;72;no;3,7;3,47;58,67;1,06;43,48;0,42;0,7;0;1,25;2,11;0,88;5;0,23;1;0,05;4,86;0,37;6;0,28;0,28;0;0;41;1,9;46,34;19,512;0,09;1,9;46,34;1,39;53,33;0,42;22,22;0,28;4,54;61,22;11,34;42,04;3,75;3,43;0,74;23,33;3,01;1,25;29,86;82,95;8,52;75,54;6,85;93,92;8,33;80;26,3;87,5;1,67;52,78;15,77;28,5;0,14;1,39;0,23;0;0,83;38,89;0,69;2,69;77,59;3,98;58,14;0,93;50;2,27;0,97;4,86;86,67;0;;0;;0;0;0;0;;;0;;;1,11;0,14;33,33;1,16;2;100;
C. Toselli;Universidad de Chile;GK;GK;36;15000;2024-12-31;5;514;0;0;0;0;0,53;66,67;Chile;Chile, Italy;derecho;183;78;no;2,28;0,18;100;0,18;100;0;0;0;2,1;2,98;0;2;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,08;0,35;0;11,91;85,29;6,13;74,29;0;0;4,55;100;8,23;95,74;3,68;61,9;32,63;48,28;0;0;0;0;0;0;0;1,58;44,44;0;0;0;0;0;0;2,45;71,43;10;1,75;28;4,9;0;64,29;7,63;1,34;-2,37;-0,415;0;1,05;0,18;;;;0;0;0;
M. Ibáñez;Unión La Calera;GK;GK;37;5000;2024-12-31;19;1959;0;0;0;0;0,78;94,12;Argentina;Argentina;derecho;190;88;no;2,3;0,28;83,33;0,37;100;0,05;0,06;0;2,02;2,73;0;3;0,14;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;100;0,05;100;0;0;0;8,09;0,09;0;16,49;81,06;10,89;74,26;0;0;5,15;94,64;8,87;96,37;7,58;63,64;36,12;52,72;0;0;0;0;0;0;0;2,85;61,29;0,14;33,33;0,09;50;0,09;0;6,06;75,76;30;1,38;98;4,5;4;69,39;26,21;1,2;-3,79;-0,174;0;1,47;0,37;;;;0;0;0;
I. Fuenzalida;Audax Italiano;CF;CF;21;0;;3;132;2;1,13;0;0,11;;;Chile;Chile;unknown;0;0;no;;;;;;;0;;;1,88;;0;;0;;;;2;;;0;;3;;;66,667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,27;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Fernández;Universidad de Chile;DMF;DMF;21;0;;1;5;0;0;0;0;;;Chile;Chile;derecho;178;74;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,51;35,51;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
D. Pereira;Coquimbo Unido;CF;CF;17;0;;1;8;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,1;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
O. Ramis;Cobresal;RCMF;RCMF;17;0;;1;48;0;0,08;0;0,05;;;Chile;Chile;derecho;173;68;no;;;;;;;0;;;10;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,28;37,6;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
R. Hernandez;Cobreloa;RB;RB;21;0;;8;317;0;0,08;2;0,59;;;Chile;Chile;unknown;0;0;no;;;;;;;0,41;;;7,4;;3;;0;;;;0;;;0;;6;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,19;39,72;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
L. Parra;Cobreloa;CF;CF;21;0;;1;30;0;0,1;0;0,01;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,74;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Ampuero;Huachipato;LCMF;LCMF;18;0;;2;104;0;0;0;0,08;;;Chile;Chile;derecho;0;0;no;;;;;;;0;;;2,73;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,3;20,04;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Cárcamo;Huachipato;RDMF;RDMF, DMF, RCMF;19;0;;4;55;0;0;0;0;;;Chile;Chile;derecho;0;0;no;;;;;;;11,25;;;22,5;;1;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,89;22,36;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Betancor;Everton;CF;CF;20;0;;7;96;1;0,21;0;0,17;;;Uruguay;Uruguay;;0;0;si;;;;;;;0;;;1,88;;0;;0;;;;1;;;1;;4;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,59;5,13;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Gómez;Universidad Católica;LB;LB;17;0;;1;26;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,64;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
R. Valenzuela;Deportes Iquique;LCMF;LCMF, LAMF;18;0;;2;117;0;0;0;0,01;;;Chile;Chile;;0;0;no;;;;;;;4,14;;;5,17;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,68;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Celis;Unión Española;RCMF;RCMF;18;0;;1;12;0;0,22;0;0;;;Chile;Chile;derecho;0;0;no;;;;;;;0;;;10;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Martínez;Everton;LW;LW, RW, LAMF;24;0;;14;1251;4;3,73;2;2,35;27,34;43,95;Argentina;Argentina;derecho;160;71;si;4,89;4,39;63,93;2,52;34,29;0;0;0;2,09;3,06;0,36;1;0,07;1;0,07;6,33;0,29;3;0,22;0,27;0;0;23;1,65;43,48;17,391;0,14;3,24;35,56;2,3;31,25;0,94;46,15;0,94;7,19;60;17,55;41,8;2,52;3,96;1,87;16,69;2,37;1,44;25,25;66,67;8,49;59,32;3,31;82,61;8,49;72,88;20,36;72,08;1,65;60,87;18,74;24,41;0,17;1,08;0,07;0,22;0,86;16,67;0,86;3,38;65,96;4,1;52,63;1,22;17,65;1,37;1,15;6,19;80,23;0;;0;;0;0;0;0;;;0;;;0,43;0;0;1,94;1;100;
N. Johansen;Coquimbo Unido;CF;CF;25;0;;13;738;4;2,25;0;0,49;24,88;31,86;Argentina;Argentina;izquierdo;182;77;no;3,41;2,68;31,82;8,54;37,14;0,24;0,3;0;2,32;2,82;1,71;3;0,37;0;0;1,71;0,49;4;0,49;0,27;1;0,12;14;1,71;42,86;28,571;0;0,61;40;0,37;0;0,24;100;0;1,46;41,67;7,32;28,33;3,66;0,73;0,24;10,61;2,2;1,1;18,05;66,89;3,41;42,86;5,85;85,42;4,27;71,43;16,71;67,88;0,73;66,67;12,11;7,93;0,06;0,61;0,12;0;0,37;33,33;0,73;1,59;46,15;0,85;57,14;0,37;33,33;0,98;0,24;0,98;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
O. Ustari;Audax Italiano;GK;GK;37;0;2024-12-31;13;1290;0;0;0;0;0,7;100;Argentina;Argentina, Italy;derecho;190;73;no;1,33;0;0;0,49;100;0;0;0;1,33;1,76;0;1;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;100;0;0;0;10,26;0,14;0,28;19,6;91,1;12,42;87,08;0;0;6,56;98,94;12,35;97,18;7,26;80,77;30,23;45,55;0;0;0;0;0;0;0;0,56;50;0;0;0;0;0;0;6,35;76,92;18;1,26;64;4,47;4;71,88;16,37;1,14;-1,63;-0,114;0;1,67;0,49;;;;0;0;0;
S. Arancibia;Universidad Católica;LAMF;LAMF;18;0;;1;21;0;0;0;0;;;Chile;Chile;unknown;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,58;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
L. Cornejo;Cobreloa;RCMF;RCMF;18;0;;2;118;0;0;0;0,16;;;Chile;Chile;;0;0;no;;;;;;;0;;;1,15;;1;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,43;18,29;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Sepúlveda;Cobresal;LWF;LWF;18;0;;1;48;0;0,01;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,17;52,3;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Jauregui;Unión Española;LDMF;LDMF, LCMF, DMF;20;0;;11;419;0;0,13;0;0,16;21,69;52,48;Chile;Chile;;0;0;no;12,46;10,95;56,86;3,87;27,78;1,29;2,05;0,64;4,94;7,84;1,07;0;0;0;0;1,72;0;0;0;0,03;0;0;3;0,64;66,67;0;0;0;0;0;0;0;0;0;1,72;75;4,3;55;1,07;0,21;0,21;24,92;0,86;0,86;36,3;84,02;13,1;72,13;3,22;86,67;11,38;92,45;31,79;87,84;4,51;57,14;17,66;27,57;0,03;0,21;0,21;0,43;0;0;0;8,16;71,05;0,43;100;0,64;66,67;0,43;0;5,58;80,77;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
B. Mosquera;Coquimbo Unido;CF;CF;20;0;;2;27;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,29;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Melendez;Cobreloa;LCMF;LCMF, RB;22;0;;2;61;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;2,14;;;2,14;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,19;18,21;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
N. Matamoros;O'Higgins;LWB;LWB;20;0;;1;29;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;7,5;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,78;21,78;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Silva;Unión Española;CF;CF;23;0;;1;35;0;0;0;0;;;Chile;Chile;izquierdo;172;66;no;;;;;;;0;;;0;;1;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,67;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Becerra;Cobreloa;CF;CF;24;0;;1;8;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,69;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Araneda;Palestino;LAMF;LAMF;19;0;;1;17;0;0,23;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;20;;0;;0;;;;0;;;0;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
D. Retamal;Universidad de Chile;RCB;RCB, RB;21;0;;6;309;0;0,21;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;7,74;;1;;0;;;;0;;;0;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,27;20,97;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Maturana;Unión La Calera;LB;LB, LWB;18;0;;3;156;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;1,94;;;7,74;;0;;1;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,13;22,17;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
L. Hernández;Copiapó;CF;CF, RCMF, LDMF;20;0;;4;124;0;0,01;0;0,01;;;Chile;Chile;unknown;0;0;si;;;;;;;0;;;1,94;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,7;14;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Sandoval;Audax Italiano;RCMF;RCMF;18;0;;1;12;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;30;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,27;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Quiñones;Audax Italiano;CF;CF;21;0;;3;79;0;0,14;0;0;;;Chile;Chile;;178;75;no;;;;;;;1,5;;;7,5;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,53;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
C. Espinoza;Unión Española;RAMF;RAMF;22;0;;2;15;0;0;0;0;;;Chile;Chile;derecho;171;70;no;;;;;;;0;;;15;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,65;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
M. Jimenez;Palestino;RW;RW;17;0;;1;25;0;0;0;0;;;Chile;Chile;;177;64;no;;;;;;;0;;;12,86;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,18;43,22;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
F. Montes;Palestino;RCMF;RCMF, LCMF;20;0;;1;95;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;2,5;;;0,83;;1;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,12;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Oroz;Colo Colo;LCMF;LCMF, LW;21;0;;1;42;0;0,24;0;0;;;Chile;Chile;derecho;171;62;no;;;;;;;4,29;;;4,29;;1;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,43;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Norero;Coquimbo Unido;CF;CF;18;0;;2;29;0;0;0;0;;;Chile;Chile;;0;0;no;;;;;;;0;;;0;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,17;0;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
I. Vásquez;Universidad de Chile;LWF;LWF, LW;18;0;2025-12-31;8;320;1;0,68;0;0,27;;;Chile;Chile;derecho;0;0;no;;;;;;;0;;;1,11;;0;;0;;;;1;;;0;;11;;;9,091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,94;15,5;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
L. Romero;Universidad Católica;RW;RW, RAMF;17;0;;2;102;0;0;1;0,17;;;Venezuela;Venezuela;izquierdo;165;54;no;;;;;;;0;;;3,16;;1;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,27;13,42;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Lopez;Deportes Iquique;LB;LB, LCB;19;0;;10;482;0;0,07;0;0,3;20,17;50,93;Chile;Chile;izquierdo;0;0;no;10,27;11,58;51,61;3,73;45;0,56;1,02;0,37;3,73;6,82;1,31;1;0,19;0;0;1,12;0;0;0;0,01;0;0;1;0,19;0;0;0;0,93;60;0,93;60;0;0;0;0,75;75;2,43;46,15;0,37;1,12;0,19;25,02;2,43;0,56;32,68;81,71;16,62;71,91;2,61;92,86;10,08;94,44;27,45;83,67;4,48;70,83;19,02;30,88;0,06;0,37;0;0;0;0;0,19;5,6;73,33;1,12;66,67;0,19;100;0,56;0,56;7,28;87,18;0;;0;;0;0;0;0;;;0,56;;;0;0;0;0;0;0;
L. Romero;Deportes Iquique;CF;CF, RCMF;28;0;;4;174;2;1,11;0;0;;;Argentina;Argentina;izquierdo;0;0;no;;;;;;;1,94;;;7,74;;1;;0;;;;2;;;2;;5;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,98;13,93;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
